Container_ID,Name,CPU_percentage,Mem_usage,/,Mem_Limit,Mem_percentage,Net_I,/,Net_O,Block_I,/,Block_O,PIDS,Time_stamp
d5d193b4f700,algorand-sandbox-postgres,0.08%,20.28MiB,/,7.668GiB,0.26%,104kB,/,29.5kB,0B,/,217kB,9,1686372806.09275
09d5f86d7d32,algorand-sandbox-algod,79.67%,193.6MiB,/,7.668GiB,2.47%,1.57MB,/,2.48MB,0B,/,729kB,24,1686372806.09275
e268a083e97c,algorand-sandbox-indexer,0.00%,50.68MiB,/,7.668GiB,0.65%,122kB,/,133kB,0B,/,102kB,11,1686372808.109566
d5d193b4f700,algorand-sandbox-postgres,0.06%,20.3MiB,/,7.668GiB,0.26%,128kB,/,34.6kB,0B,/,217kB,9,1686372808.109566
09d5f86d7d32,algorand-sandbox-algod,45.57%,191.5MiB,/,7.668GiB,2.44%,1.68MB,/,2.67MB,0B,/,758kB,24,1686372808.109566
e268a083e97c,algorand-sandbox-indexer,0.00%,50.68MiB,/,7.668GiB,0.65%,122kB,/,133kB,0B,/,102kB,11,1686372810.118779
d5d193b4f700,algorand-sandbox-postgres,0.05%,20.3MiB,/,7.668GiB,0.26%,128kB,/,34.6kB,0B,/,217kB,9,1686372810.118779
09d5f86d7d32,algorand-sandbox-algod,49.65%,191.6MiB,/,7.668GiB,2.44%,1.76MB,/,2.8MB,0B,/,758kB,24,1686372810.118779
e268a083e97c,algorand-sandbox-indexer,0.00%,46.24MiB,/,7.668GiB,0.59%,15.9kB,/,4.5kB,0B,/,0B,11,1686372816.202262
d5d193b4f700,algorand-sandbox-postgres,0.09%,18.31MiB,/,7.668GiB,0.23%,2.77kB,/,2.63kB,0B,/,28.7kB,8,1686372816.202262
09d5f86d7d32,algorand-sandbox-algod,12.68%,109.5MiB,/,7.668GiB,1.39%,2.73kB,/,11.8kB,0B,/,655kB,19,1686372816.202262
e268a083e97c,algorand-sandbox-indexer,0.00%,46.62MiB,/,7.668GiB,0.59%,31.2kB,/,16.9kB,0B,/,0B,11,1686372818.227354
d5d193b4f700,algorand-sandbox-postgres,0.14%,19.98MiB,/,7.668GiB,0.25%,14.5kB,/,8.81kB,0B,/,28.7kB,9,1686372818.227354
09d5f86d7d32,algorand-sandbox-algod,25.52%,150.2MiB,/,7.668GiB,1.91%,13.3kB,/,32.2kB,0B,/,655kB,23,1686372818.227354
e268a083e97c,algorand-sandbox-indexer,0.27%,46.66MiB,/,7.668GiB,0.59%,44.2kB,/,28kB,0B,/,0B,11,1686372820.2417972
d5d193b4f700,algorand-sandbox-postgres,0.22%,20.3MiB,/,7.668GiB,0.26%,23.6kB,/,11.3kB,0B,/,217kB,9,1686372820.2417972
09d5f86d7d32,algorand-sandbox-algod,113.43%,179.8MiB,/,7.668GiB,2.29%,217kB,/,344kB,0B,/,655kB,23,1686372820.2417972
e268a083e97c,algorand-sandbox-indexer,0.00%,46.77MiB,/,7.668GiB,0.60%,45.8kB,/,29.9kB,0B,/,0B,11,1686372822.2516322
d5d193b4f700,algorand-sandbox-postgres,0.05%,19.98MiB,/,7.668GiB,0.25%,26.8kB,/,14.2kB,0B,/,217kB,9,1686372822.2516322
09d5f86d7d32,algorand-sandbox-algod,104.86%,182.6MiB,/,7.668GiB,2.33%,428kB,/,667kB,0B,/,655kB,23,1686372822.2516322
e268a083e97c,algorand-sandbox-indexer,0.88%,48.09MiB,/,7.668GiB,0.61%,66.1kB,/,58.4kB,0B,/,81.9kB,11,1686372824.2643461
d5d193b4f700,algorand-sandbox-postgres,0.56%,20.23MiB,/,7.668GiB,0.26%,54.7kB,/,19.5kB,0B,/,217kB,9,1686372824.2643461
09d5f86d7d32,algorand-sandbox-algod,113.81%,183.6MiB,/,7.668GiB,2.34%,640kB,/,1.02MB,0B,/,655kB,24,1686372824.2643461
e268a083e97c,algorand-sandbox-indexer,0.00%,48.09MiB,/,7.668GiB,0.61%,66.2kB,/,58.4kB,0B,/,81.9kB,11,1686372826.278381
d5d193b4f700,algorand-sandbox-postgres,0.03%,20.23MiB,/,7.668GiB,0.26%,54.7kB,/,19.5kB,0B,/,217kB,9,1686372826.278381
09d5f86d7d32,algorand-sandbox-algod,105.95%,184.4MiB,/,7.668GiB,2.35%,847kB,/,1.33MB,0B,/,655kB,24,1686372826.278381
e268a083e97c,algorand-sandbox-indexer,0.00%,48.93MiB,/,7.668GiB,0.62%,84.3kB,/,82.6kB,0B,/,81.9kB,11,1686372828.288873
d5d193b4f700,algorand-sandbox-postgres,0.14%,20.3MiB,/,7.668GiB,0.26%,78.3kB,/,24.5kB,0B,/,217kB,9,1686372828.288873
09d5f86d7d32,algorand-sandbox-algod,102.48%,191.7MiB,/,7.668GiB,2.44%,1.05MB,/,1.67MB,0B,/,655kB,24,1686372828.288873
e268a083e97c,algorand-sandbox-indexer,0.00%,48.93MiB,/,7.668GiB,0.62%,84.3kB,/,82.6kB,0B,/,81.9kB,11,1686372830.308667
d5d193b4f700,algorand-sandbox-postgres,0.05%,20.3MiB,/,7.668GiB,0.26%,78.3kB,/,24.5kB,0B,/,217kB,9,1686372830.308667
09d5f86d7d32,algorand-sandbox-algod,106.29%,189.7MiB,/,7.668GiB,2.42%,1.26MB,/,1.98MB,0B,/,655kB,24,1686372830.308667
e268a083e97c,algorand-sandbox-indexer,0.00%,50.29MiB,/,7.668GiB,0.64%,103kB,/,109kB,0B,/,164kB,11,1686372832.3206148
d5d193b4f700,algorand-sandbox-postgres,0.05%,20.34MiB,/,7.668GiB,0.26%,105kB,/,29.5kB,0B,/,217kB,9,1686372832.3206148
09d5f86d7d32,algorand-sandbox-algod,105.82%,190.2MiB,/,7.668GiB,2.42%,1.46MB,/,2.31MB,0B,/,655kB,25,1686372832.3206148
e268a083e97c,algorand-sandbox-indexer,0.46%,51.33MiB,/,7.668GiB,0.65%,122kB,/,133kB,0B,/,164kB,11,1686372834.335422
d5d193b4f700,algorand-sandbox-postgres,0.45%,20.38MiB,/,7.668GiB,0.26%,127kB,/,34.6kB,0B,/,217kB,9,1686372834.335422
09d5f86d7d32,algorand-sandbox-algod,89.63%,193.9MiB,/,7.668GiB,2.47%,1.61MB,/,2.56MB,0B,/,655kB,25,1686372834.335422
e268a083e97c,algorand-sandbox-indexer,0.00%,51.33MiB,/,7.668GiB,0.65%,122kB,/,133kB,0B,/,164kB,11,1686372836.343918
d5d193b4f700,algorand-sandbox-postgres,0.05%,20.37MiB,/,7.668GiB,0.26%,127kB,/,34.6kB,0B,/,217kB,9,1686372836.343918
09d5f86d7d32,algorand-sandbox-algod,52.95%,194.4MiB,/,7.668GiB,2.48%,1.69MB,/,2.69MB,0B,/,655kB,25,1686372836.343918
e268a083e97c,algorand-sandbox-indexer,0.63%,52.12MiB,/,7.668GiB,0.66%,139kB,/,156kB,0B,/,238kB,11,1686372838.3659892
d5d193b4f700,algorand-sandbox-postgres,0.80%,20.38MiB,/,7.668GiB,0.26%,150kB,/,39.6kB,0B,/,217kB,9,1686372838.3659892
09d5f86d7d32,algorand-sandbox-algod,39.50%,194.7MiB,/,7.668GiB,2.48%,1.75MB,/,2.8MB,0B,/,655kB,25,1686372838.3659892
e268a083e97c,algorand-sandbox-indexer,0.06%,45.41MiB,/,7.668GiB,0.58%,15.9kB,/,4.57kB,0B,/,0B,11,1686372865.1857631
d5d193b4f700,algorand-sandbox-postgres,0.18%,18.21MiB,/,7.668GiB,0.23%,2.84kB,/,2.56kB,0B,/,32.8kB,8,1686372865.1857631
09d5f86d7d32,algorand-sandbox-algod,15.40%,114MiB,/,7.668GiB,1.45%,2.73kB,/,11.8kB,0B,/,655kB,19,1686372865.1857631
e268a083e97c,algorand-sandbox-indexer,0.00%,45.64MiB,/,7.668GiB,0.58%,31.2kB,/,17.5kB,0B,/,0B,11,1686372867.194321
d5d193b4f700,algorand-sandbox-postgres,0.13%,19.88MiB,/,7.668GiB,0.25%,15.1kB,/,8.68kB,0B,/,213kB,9,1686372867.194321
09d5f86d7d32,algorand-sandbox-algod,36.58%,156.2MiB,/,7.668GiB,1.99%,27kB,/,51kB,0B,/,709kB,23,1686372867.194321
e268a083e97c,algorand-sandbox-indexer,0.32%,45.79MiB,/,7.668GiB,0.58%,45.7kB,/,30.6kB,0B,/,0B,11,1686372869.214572
d5d193b4f700,algorand-sandbox-postgres,0.37%,19.88MiB,/,7.668GiB,0.25%,27.5kB,/,14.1kB,0B,/,213kB,9,1686372869.214572
09d5f86d7d32,algorand-sandbox-algod,126.58%,187.5MiB,/,7.668GiB,2.39%,214kB,/,339kB,0B,/,709kB,23,1686372869.214572
e268a083e97c,algorand-sandbox-indexer,0.00%,45.79MiB,/,7.668GiB,0.58%,45.7kB,/,30.6kB,0B,/,0B,11,1686372871.22754
d5d193b4f700,algorand-sandbox-postgres,0.05%,19.88MiB,/,7.668GiB,0.25%,27.5kB,/,14.1kB,0B,/,213kB,9,1686372871.22754
09d5f86d7d32,algorand-sandbox-algod,113.70%,187.6MiB,/,7.668GiB,2.39%,410kB,/,640kB,0B,/,709kB,23,1686372871.22754
e268a083e97c,algorand-sandbox-indexer,0.68%,46.66MiB,/,7.668GiB,0.59%,65.2kB,/,57.5kB,0B,/,0B,11,1686372873.243325
d5d193b4f700,algorand-sandbox-postgres,0.51%,20.13MiB,/,7.668GiB,0.26%,53.8kB,/,19.3kB,0B,/,213kB,9,1686372873.243325
09d5f86d7d32,algorand-sandbox-algod,110.03%,189.3MiB,/,7.668GiB,2.41%,612kB,/,970kB,0B,/,750kB,24,1686372873.243325
e268a083e97c,algorand-sandbox-indexer,0.00%,46.66MiB,/,7.668GiB,0.59%,65.3kB,/,57.5kB,0B,/,0B,11,1686372875.254835
d5d193b4f700,algorand-sandbox-postgres,0.03%,20.13MiB,/,7.668GiB,0.26%,53.8kB,/,19.3kB,0B,/,213kB,9,1686372875.254835
09d5f86d7d32,algorand-sandbox-algod,114.18%,190.4MiB,/,7.668GiB,2.42%,808kB,/,1.27MB,0B,/,750kB,24,1686372875.254835
e268a083e97c,algorand-sandbox-indexer,0.00%,47.85MiB,/,7.668GiB,0.61%,83.7kB,/,81.9kB,0B,/,0B,11,1686372877.2671008
d5d193b4f700,algorand-sandbox-postgres,0.17%,20.2MiB,/,7.668GiB,0.26%,77.5kB,/,24.3kB,0B,/,213kB,9,1686372877.2671008
09d5f86d7d32,algorand-sandbox-algod,113.20%,191.6MiB,/,7.668GiB,2.44%,1.01MB,/,1.6MB,0B,/,750kB,24,1686372877.2671008
e268a083e97c,algorand-sandbox-indexer,0.58%,48.93MiB,/,7.668GiB,0.62%,103kB,/,108kB,0B,/,0B,11,1686372879.27633
d5d193b4f700,algorand-sandbox-postgres,0.38%,20.22MiB,/,7.668GiB,0.26%,103kB,/,29.3kB,0B,/,213kB,9,1686372879.27633
09d5f86d7d32,algorand-sandbox-algod,126.29%,196.9MiB,/,7.668GiB,2.51%,1.2MB,/,1.9MB,0B,/,791kB,25,1686372879.27633
e268a083e97c,algorand-sandbox-indexer,0.00%,48.92MiB,/,7.668GiB,0.62%,103kB,/,108kB,0B,/,0B,11,1686372881.2893739
d5d193b4f700,algorand-sandbox-postgres,0.04%,20.21MiB,/,7.668GiB,0.26%,103kB,/,29.3kB,0B,/,213kB,9,1686372881.2893739
09d5f86d7d32,algorand-sandbox-algod,109.05%,196.9MiB,/,7.668GiB,2.51%,1.4MB,/,2.21MB,0B,/,791kB,25,1686372881.2893739
e268a083e97c,algorand-sandbox-indexer,0.47%,49.86MiB,/,7.668GiB,0.63%,121kB,/,132kB,0B,/,0B,11,1686372883.303742
d5d193b4f700,algorand-sandbox-postgres,0.41%,20.25MiB,/,7.668GiB,0.26%,126kB,/,34.4kB,0B,/,213kB,9,1686372883.303742
09d5f86d7d32,algorand-sandbox-algod,86.64%,199MiB,/,7.668GiB,2.53%,1.55MB,/,2.47MB,0B,/,791kB,25,1686372883.303742
e268a083e97c,algorand-sandbox-indexer,0.00%,49.86MiB,/,7.668GiB,0.63%,121kB,/,132kB,0B,/,0B,11,1686372885.316472
d5d193b4f700,algorand-sandbox-postgres,0.04%,20.25MiB,/,7.668GiB,0.26%,126kB,/,34.4kB,0B,/,213kB,9,1686372885.316472
09d5f86d7d32,algorand-sandbox-algod,63.89%,199MiB,/,7.668GiB,2.53%,1.65MB,/,2.62MB,0B,/,791kB,25,1686372885.316472
83f59986b281,algorand-sandbox-indexer,0.09%,40.59MiB,/,7.668GiB,0.52%,8.66kB,/,4.43kB,0B,/,0B,11,1686613136.300298
c7e258d62ba3,algorand-sandbox-algod,13.68%,64.33MiB,/,7.668GiB,0.82%,2.6kB,/,4.54kB,0B,/,0B,19,1686613136.300298
79788597a464,algorand-sandbox-postgres,0.17%,18.82MiB,/,7.668GiB,0.24%,2.84kB,/,2.63kB,0B,/,32.8kB,8,1686613136.300298
83f59986b281,algorand-sandbox-indexer,33.21%,53.77MiB,/,7.668GiB,0.68%,348kB,/,640kB,0B,/,451kB,11,1686613138.2863412
c7e258d62ba3,algorand-sandbox-algod,38.72%,110.1MiB,/,7.668GiB,1.40%,132kB,/,220kB,28.7kB,/,3.48MB,21,1686613138.2863412
79788597a464,algorand-sandbox-postgres,23.92%,20.54MiB,/,7.668GiB,0.26%,611kB,/,256kB,0B,/,266kB,9,1686613138.2863412
83f59986b281,algorand-sandbox-indexer,0.07%,44.27MiB,/,7.668GiB,0.56%,8.66kB,/,4.44kB,0B,/,0B,10,1686613145.571145
c7e258d62ba3,algorand-sandbox-algod,13.30%,65.04MiB,/,7.668GiB,0.83%,2.6kB,/,4.54kB,0B,/,164kB,19,1686613145.571145
79788597a464,algorand-sandbox-postgres,0.12%,18.24MiB,/,7.668GiB,0.23%,2.84kB,/,2.63kB,0B,/,28.7kB,8,1686613145.571145
83f59986b281,algorand-sandbox-indexer,28.74%,58.21MiB,/,7.668GiB,0.74%,363kB,/,665kB,0B,/,463kB,10,1686613147.580708
c7e258d62ba3,algorand-sandbox-algod,37.24%,104.8MiB,/,7.668GiB,1.34%,137kB,/,229kB,4.1kB,/,635kB,22,1686613147.580708
79788597a464,algorand-sandbox-postgres,21.09%,20.21MiB,/,7.668GiB,0.26%,636kB,/,267kB,0B,/,242kB,9,1686613147.580708
83f59986b281,algorand-sandbox-indexer,0.09%,42.89MiB,/,7.668GiB,0.55%,8.67kB,/,4.45kB,0B,/,0B,10,1686613154.599414
c7e258d62ba3,algorand-sandbox-algod,16.60%,66.59MiB,/,7.668GiB,0.85%,2.6kB,/,4.54kB,4.1kB,/,164kB,19,1686613154.599414
79788597a464,algorand-sandbox-postgres,0.12%,18.27MiB,/,7.668GiB,0.23%,2.84kB,/,2.63kB,0B,/,32.8kB,8,1686613154.599414
83f59986b281,algorand-sandbox-indexer,24.19%,55.2MiB,/,7.668GiB,0.70%,343kB,/,630kB,0B,/,578kB,10,1686613156.609779
c7e258d62ba3,algorand-sandbox-algod,31.96%,115.4MiB,/,7.668GiB,1.47%,129kB,/,217kB,4.1kB,/,598kB,21,1686613156.609779
79788597a464,algorand-sandbox-postgres,18.34%,20.25MiB,/,7.668GiB,0.26%,602kB,/,251kB,0B,/,213kB,9,1686613156.609779
83f59986b281,algorand-sandbox-indexer,0.03%,44.8MiB,/,7.668GiB,0.57%,8.6kB,/,4.45kB,0B,/,0B,10,1686613164.110451
c7e258d62ba3,algorand-sandbox-algod,7.69%,68.83MiB,/,7.668GiB,0.88%,2.6kB,/,4.54kB,131kB,/,164kB,19,1686613164.110451
79788597a464,algorand-sandbox-postgres,0.08%,18.56MiB,/,7.668GiB,0.24%,2.84kB,/,2.57kB,0B,/,106kB,8,1686613164.110451
83f59986b281,algorand-sandbox-indexer,18.93%,55.48MiB,/,7.668GiB,0.71%,279kB,/,509kB,0B,/,332kB,10,1686613166.120827
c7e258d62ba3,algorand-sandbox-algod,26.69%,100.6MiB,/,7.668GiB,1.28%,107kB,/,180kB,131kB,/,504kB,22,1686613166.120827
79788597a464,algorand-sandbox-postgres,14.78%,20.38MiB,/,7.668GiB,0.26%,483kB,/,201kB,0B,/,291kB,9,1686613166.120827
83f59986b281,algorand-sandbox-indexer,5.08%,66.2MiB,/,7.668GiB,0.84%,623kB,/,1.16MB,0B,/,889kB,10,1686613168.160465
c7e258d62ba3,algorand-sandbox-algod,15.74%,143.3MiB,/,7.668GiB,1.82%,236kB,/,396kB,131kB,/,1.05MB,22,1686613168.160465
79788597a464,algorand-sandbox-postgres,3.46%,20.48MiB,/,7.668GiB,0.26%,1.11MB,/,458kB,0B,/,291kB,9,1686613168.160465
83f59986b281,algorand-sandbox-indexer,0.04%,50.82MiB,/,7.668GiB,0.65%,8.56kB,/,4.45kB,0B,/,0B,10,1686613173.252537
c7e258d62ba3,algorand-sandbox-algod,7.27%,69.7MiB,/,7.668GiB,0.89%,2.6kB,/,4.54kB,0B,/,164kB,19,1686613173.252537
79788597a464,algorand-sandbox-postgres,0.09%,18.61MiB,/,7.668GiB,0.24%,2.84kB,/,2.63kB,0B,/,32.8kB,8,1686613173.252537
83f59986b281,algorand-sandbox-indexer,16.66%,54.46MiB,/,7.668GiB,0.69%,160kB,/,286kB,0B,/,139kB,10,1686613175.258778
c7e258d62ba3,algorand-sandbox-algod,20.39%,93.31MiB,/,7.668GiB,1.19%,60.5kB,/,100kB,0B,/,303kB,22,1686613175.258778
79788597a464,algorand-sandbox-postgres,9.25%,20.38MiB,/,7.668GiB,0.26%,272kB,/,115kB,0B,/,217kB,9,1686613175.258778
83f59986b281,algorand-sandbox-indexer,12.72%,64.72MiB,/,7.668GiB,0.82%,621kB,/,1.15MB,0B,/,1.06MB,10,1686613177.273343
c7e258d62ba3,algorand-sandbox-algod,20.55%,133MiB,/,7.668GiB,1.69%,237kB,/,394kB,0B,/,1.05MB,22,1686613177.273343
79788597a464,algorand-sandbox-postgres,8.92%,20.51MiB,/,7.668GiB,0.26%,1.1MB,/,458kB,0B,/,217kB,9,1686613177.273343
83f59986b281,algorand-sandbox-indexer,0.00%,48.93MiB,/,7.668GiB,0.62%,8.47kB,/,4.45kB,0B,/,0B,11,1686613182.3500721
c7e258d62ba3,algorand-sandbox-algod,7.72%,72.6MiB,/,7.668GiB,0.92%,2.6kB,/,4.54kB,0B,/,164kB,20,1686613182.3500721
79788597a464,algorand-sandbox-postgres,0.08%,18.24MiB,/,7.668GiB,0.23%,2.84kB,/,2.44kB,0B,/,32.8kB,8,1686613182.3500721
83f59986b281,algorand-sandbox-indexer,5.32%,50.77MiB,/,7.668GiB,0.65%,84.7kB,/,146kB,0B,/,24.6kB,11,1686613184.361206
c7e258d62ba3,algorand-sandbox-algod,16.48%,84.3MiB,/,7.668GiB,1.07%,31.1kB,/,52.3kB,0B,/,188kB,21,1686613184.361206
79788597a464,algorand-sandbox-postgres,4.89%,20.15MiB,/,7.668GiB,0.26%,138kB,/,59.2kB,0B,/,213kB,9,1686613184.361206
83f59986b281,algorand-sandbox-indexer,25.21%,72.14MiB,/,7.668GiB,0.92%,640kB,/,1.18MB,0B,/,913kB,11,1686613186.380042
c7e258d62ba3,algorand-sandbox-algod,42.16%,139.7MiB,/,7.668GiB,1.78%,235kB,/,413kB,0B,/,1.25MB,21,1686613186.380042
79788597a464,algorand-sandbox-postgres,18.27%,20.61MiB,/,7.668GiB,0.26%,1.13MB,/,457kB,0B,/,213kB,9,1686613186.380042
83f59986b281,algorand-sandbox-indexer,0.00%,57.44MiB,/,7.668GiB,0.73%,8.6kB,/,4.38kB,0B,/,0B,10,1686613191.8014789
c7e258d62ba3,algorand-sandbox-algod,8.78%,69.92MiB,/,7.668GiB,0.89%,2.6kB,/,4.54kB,0B,/,164kB,19,1686613191.8014789
79788597a464,algorand-sandbox-postgres,0.08%,18.2MiB,/,7.668GiB,0.23%,2.77kB,/,2.57kB,0B,/,32.8kB,8,1686613191.8014789
83f59986b281,algorand-sandbox-indexer,0.00%,57.44MiB,/,7.668GiB,0.73%,8.6kB,/,4.38kB,0B,/,0B,10,1686613193.8130848
c7e258d62ba3,algorand-sandbox-algod,8.05%,69.94MiB,/,7.668GiB,0.89%,2.6kB,/,4.54kB,0B,/,164kB,19,1686613193.8130848
79788597a464,algorand-sandbox-postgres,0.07%,18.21MiB,/,7.668GiB,0.23%,2.77kB,/,2.57kB,0B,/,32.8kB,8,1686613193.8130848
83f59986b281,algorand-sandbox-indexer,27.19%,81.64MiB,/,7.668GiB,1.04%,620kB,/,1.15MB,0B,/,1.06MB,10,1686613195.8353128
c7e258d62ba3,algorand-sandbox-algod,38.06%,141.3MiB,/,7.668GiB,1.80%,235kB,/,393kB,0B,/,1.05MB,21,1686613195.8353128
79788597a464,algorand-sandbox-postgres,18.78%,20.31MiB,/,7.668GiB,0.26%,1.1MB,/,457kB,0B,/,213kB,9,1686613195.8353128
83f59986b281,algorand-sandbox-indexer,0.00%,51.64MiB,/,7.668GiB,0.66%,8.67kB,/,4.45kB,0B,/,0B,11,1686613201.061413
c7e258d62ba3,algorand-sandbox-algod,7.96%,71.77MiB,/,7.668GiB,0.91%,2.6kB,/,4.54kB,0B,/,164kB,19,1686613201.061413
79788597a464,algorand-sandbox-postgres,0.08%,18.6MiB,/,7.668GiB,0.24%,2.84kB,/,2.63kB,0B,/,32.8kB,8,1686613201.061413
83f59986b281,algorand-sandbox-indexer,0.00%,51.64MiB,/,7.668GiB,0.66%,8.67kB,/,4.45kB,0B,/,0B,11,1686613203.068465
c7e258d62ba3,algorand-sandbox-algod,5.82%,71.82MiB,/,7.668GiB,0.91%,2.6kB,/,4.54kB,0B,/,164kB,19,1686613203.068465
79788597a464,algorand-sandbox-postgres,0.06%,18.6MiB,/,7.668GiB,0.24%,2.84kB,/,2.63kB,0B,/,32.8kB,8,1686613203.068465
83f59986b281,algorand-sandbox-indexer,27.86%,61.65MiB,/,7.668GiB,0.79%,621kB,/,1.15MB,0B,/,0B,11,1686613205.093916
c7e258d62ba3,algorand-sandbox-algod,38.14%,146.1MiB,/,7.668GiB,1.86%,235kB,/,393kB,0B,/,164kB,22,1686613205.093916
79788597a464,algorand-sandbox-postgres,19.79%,20.51MiB,/,7.668GiB,0.26%,1.1MB,/,458kB,0B,/,217kB,9,1686613205.093916
cd94ee799b02,algorand-sandbox-indexer,0.02%,37.7MiB,/,7.668GiB,0.48%,8.59kB,/,4.43kB,0B,/,0B,11,1686613282.299402
31873ac0a4ec,algorand-sandbox-algod,5.83%,65.52MiB,/,7.668GiB,0.83%,2.6kB,/,4.54kB,0B,/,0B,19,1686613282.299402
35ea0c0278a4,algorand-sandbox-postgres,0.06%,18.82MiB,/,7.668GiB,0.24%,2.84kB,/,2.56kB,0B,/,32.8kB,8,1686613282.299402
cd94ee799b02,algorand-sandbox-indexer,7.28%,41.03MiB,/,7.668GiB,0.52%,78.3kB,/,133kB,0B,/,8.19kB,11,1686613284.3125088
31873ac0a4ec,algorand-sandbox-algod,16.32%,80.29MiB,/,7.668GiB,1.02%,28.8kB,/,47.7kB,0B,/,8.19kB,22,1686613284.3125088
35ea0c0278a4,algorand-sandbox-postgres,5.98%,20.43MiB,/,7.668GiB,0.26%,126kB,/,54.8kB,0B,/,217kB,9,1686613284.3125088
cd94ee799b02,algorand-sandbox-indexer,18.94%,57.75MiB,/,7.668GiB,0.74%,621kB,/,1.15MB,0B,/,885kB,11,1686613286.326494
31873ac0a4ec,algorand-sandbox-algod,24.78%,132.6MiB,/,7.668GiB,1.69%,235kB,/,392kB,0B,/,24.4MB,22,1686613286.326494
35ea0c0278a4,algorand-sandbox-postgres,13.06%,20.59MiB,/,7.668GiB,0.26%,1.1MB,/,458kB,0B,/,217kB,9,1686613286.326494
cd94ee799b02,algorand-sandbox-indexer,0.00%,43.45MiB,/,7.668GiB,0.55%,8.6kB,/,4.5kB,0B,/,0B,11,1686613291.533338
31873ac0a4ec,algorand-sandbox-algod,5.89%,65.27MiB,/,7.668GiB,0.83%,2.67kB,/,4.48kB,0B,/,164kB,19,1686613291.533338
35ea0c0278a4,algorand-sandbox-postgres,0.06%,18.46MiB,/,7.668GiB,0.24%,2.84kB,/,2.63kB,0B,/,131kB,8,1686613291.533338
cd94ee799b02,algorand-sandbox-indexer,0.00%,43.45MiB,/,7.668GiB,0.55%,8.6kB,/,4.5kB,0B,/,0B,11,1686613293.5376909
31873ac0a4ec,algorand-sandbox-algod,6.21%,65.3MiB,/,7.668GiB,0.83%,2.67kB,/,4.48kB,0B,/,164kB,19,1686613293.5376909
35ea0c0278a4,algorand-sandbox-postgres,0.07%,18.46MiB,/,7.668GiB,0.24%,2.84kB,/,2.63kB,0B,/,131kB,8,1686613293.5376909
cd94ee799b02,algorand-sandbox-indexer,25.62%,67.31MiB,/,7.668GiB,0.86%,619kB,/,1.15MB,0B,/,889kB,11,1686613295.562159
31873ac0a4ec,algorand-sandbox-algod,31.49%,123.5MiB,/,7.668GiB,1.57%,235kB,/,392kB,0B,/,2.9MB,22,1686613295.562159
35ea0c0278a4,algorand-sandbox-postgres,17.77%,20.42MiB,/,7.668GiB,0.26%,1.1MB,/,457kB,0B,/,131kB,9,1686613295.562159
cd94ee799b02,algorand-sandbox-indexer,0.02%,46.07MiB,/,7.668GiB,0.59%,8.2kB,/,4.45kB,0B,/,0B,11,1686613301.6098921
31873ac0a4ec,algorand-sandbox-algod,6.14%,66.34MiB,/,7.668GiB,0.84%,2.6kB,/,4.54kB,0B,/,164kB,19,1686613301.6098921
35ea0c0278a4,algorand-sandbox-postgres,0.06%,18.29MiB,/,7.668GiB,0.23%,2.84kB,/,2.17kB,0B,/,28.7kB,8,1686613301.6098921
cd94ee799b02,algorand-sandbox-indexer,25.05%,53.8MiB,/,7.668GiB,0.69%,288kB,/,527kB,0B,/,352kB,11,1686613303.621311
31873ac0a4ec,algorand-sandbox-algod,30.29%,93.64MiB,/,7.668GiB,1.19%,109kB,/,181kB,0B,/,516kB,21,1686613303.621311
35ea0c0278a4,algorand-sandbox-postgres,18.04%,20.21MiB,/,7.668GiB,0.26%,502kB,/,210kB,0B,/,217kB,9,1686613303.621311
cd94ee799b02,algorand-sandbox-indexer,0.02%,46.51MiB,/,7.668GiB,0.59%,8.6kB,/,4.51kB,0B,/,0B,11,1686613311.003669
31873ac0a4ec,algorand-sandbox-algod,6.14%,69.74MiB,/,7.668GiB,0.89%,2.67kB,/,4.48kB,73.7kB,/,164kB,19,1686613311.003669
35ea0c0278a4,algorand-sandbox-postgres,0.07%,18.6MiB,/,7.668GiB,0.24%,2.84kB,/,2.63kB,0B,/,32.8kB,8,1686613311.003669
cd94ee799b02,algorand-sandbox-indexer,27.91%,57.44MiB,/,7.668GiB,0.73%,301kB,/,552kB,0B,/,373kB,11,1686613313.01195
31873ac0a4ec,algorand-sandbox-algod,33.44%,105.9MiB,/,7.668GiB,1.35%,114kB,/,190kB,73.7kB,/,537kB,21,1686613313.01195
35ea0c0278a4,algorand-sandbox-postgres,19.44%,20.45MiB,/,7.668GiB,0.26%,527kB,/,220kB,0B,/,217kB,9,1686613313.01195
cd94ee799b02,algorand-sandbox-indexer,0.02%,48MiB,/,7.668GiB,0.61%,8.67kB,/,4.45kB,0B,/,0B,10,1686613320.1375968
31873ac0a4ec,algorand-sandbox-algod,6.44%,70.19MiB,/,7.668GiB,0.89%,2.6kB,/,4.54kB,0B,/,164kB,19,1686613320.1375968
35ea0c0278a4,algorand-sandbox-postgres,0.09%,18.29MiB,/,7.668GiB,0.23%,2.84kB,/,2.63kB,0B,/,28.7kB,8,1686613320.1375968
cd94ee799b02,algorand-sandbox-indexer,26.52%,56.48MiB,/,7.668GiB,0.72%,300kB,/,549kB,0B,/,360kB,10,1686613322.142696
31873ac0a4ec,algorand-sandbox-algod,31.21%,99.44MiB,/,7.668GiB,1.27%,114kB,/,190kB,0B,/,532kB,21,1686613322.142696
