Container_ID,Name,CPU_percentage,Mem_usage,/,Mem_Limit,Mem_percentage,Net_I,/,Net_O,Block_I,/,Block_O,PIDS,Time_stamp
1c2919f63622,algorand-sandbox-indexer,1.33%,47.2MiB,/,7.668GiB,0.60%,120kB,/,200kB,12.3kB,/,16.4kB,11,1686370685.367161
2ea977cef791,algorand-sandbox-algod,38.71%,192.9MiB,/,7.668GiB,2.46%,1.33MB,/,2.1MB,0B,/,180kB,26,1686370685.367161
08ee7f037b12,algorand-sandbox-postgres,0.96%,20.65MiB,/,7.668GiB,0.26%,192kB,/,54.5kB,0B,/,291kB,9,1686370685.367161
1c2919f63622,algorand-sandbox-indexer,0.00%,45.96MiB,/,7.668GiB,0.59%,8.65kB,/,4.45kB,0B,/,0B,11,1686370737.5321999
2ea977cef791,algorand-sandbox-algod,12.26%,68.29MiB,/,7.668GiB,0.87%,2.6kB,/,4.52kB,0B,/,164kB,19,1686370737.5321999
08ee7f037b12,algorand-sandbox-postgres,0.16%,18.29MiB,/,7.668GiB,0.23%,2.84kB,/,2.63kB,0B,/,28.7kB,8,1686370737.5321999
1c2919f63622,algorand-sandbox-indexer,0.00%,46.72MiB,/,7.668GiB,0.60%,18.5kB,/,18kB,0B,/,0B,11,1686370739.548921
2ea977cef791,algorand-sandbox-algod,17.37%,76.09MiB,/,7.668GiB,0.97%,5.17kB,/,9.67kB,0B,/,164kB,23,1686370739.548921
08ee7f037b12,algorand-sandbox-postgres,0.16%,19.95MiB,/,7.668GiB,0.25%,15.8kB,/,8.75kB,0B,/,28.7kB,9,1686370739.548921
1c2919f63622,algorand-sandbox-indexer,0.00%,46.72MiB,/,7.668GiB,0.60%,18.5kB,/,18kB,0B,/,0B,11,1686370741.566381
2ea977cef791,algorand-sandbox-algod,120.48%,177.6MiB,/,7.668GiB,2.26%,162kB,/,240kB,0B,/,164kB,23,1686370741.566381
08ee7f037b12,algorand-sandbox-postgres,0.04%,19.94MiB,/,7.668GiB,0.25%,15.8kB,/,8.75kB,0B,/,217kB,9,1686370741.566381
1c2919f63622,algorand-sandbox-indexer,0.00%,46.86MiB,/,7.668GiB,0.60%,27.7kB,/,32.2kB,0B,/,0B,11,1686370743.577972
2ea977cef791,algorand-sandbox-algod,72.45%,183.3MiB,/,7.668GiB,2.34%,277kB,/,419kB,0B,/,164kB,23,1686370743.577972
08ee7f037b12,algorand-sandbox-postgres,0.06%,19.95MiB,/,7.668GiB,0.25%,29.3kB,/,14.2kB,0B,/,217kB,9,1686370743.577972
1c2919f63622,algorand-sandbox-indexer,0.72%,48.07MiB,/,7.668GiB,0.61%,41.3kB,/,57.8kB,0B,/,0B,11,1686370745.592889
2ea977cef791,algorand-sandbox-algod,72.32%,184.3MiB,/,7.668GiB,2.35%,367kB,/,571kB,0B,/,164kB,23,1686370745.592889
08ee7f037b12,algorand-sandbox-postgres,0.49%,20.21MiB,/,7.668GiB,0.26%,54.2kB,/,19.2kB,0B,/,217kB,9,1686370745.592889
1c2919f63622,algorand-sandbox-indexer,0.00%,48.07MiB,/,7.668GiB,0.61%,41.4kB,/,57.8kB,0B,/,0B,11,1686370747.6056519
2ea977cef791,algorand-sandbox-algod,55.51%,184.4MiB,/,7.668GiB,2.35%,434kB,/,670kB,0B,/,164kB,23,1686370747.6056519
08ee7f037b12,algorand-sandbox-postgres,0.04%,20.21MiB,/,7.668GiB,0.26%,54.3kB,/,19.2kB,0B,/,217kB,9,1686370747.6056519
1c2919f63622,algorand-sandbox-indexer,0.00%,48.81MiB,/,7.668GiB,0.62%,52.7kB,/,77.9kB,0B,/,0B,11,1686370749.622058
2ea977cef791,algorand-sandbox-algod,48.18%,188.9MiB,/,7.668GiB,2.41%,505kB,/,785kB,0B,/,164kB,23,1686370749.622058
08ee7f037b12,algorand-sandbox-postgres,0.17%,20.3MiB,/,7.668GiB,0.26%,73.8kB,/,24.2kB,0B,/,217kB,9,1686370749.622058
1c2919f63622,algorand-sandbox-indexer,0.00%,48.81MiB,/,7.668GiB,0.62%,52.7kB,/,77.9kB,0B,/,0B,11,1686370751.628125
2ea977cef791,algorand-sandbox-algod,113.99%,189MiB,/,7.668GiB,2.41%,620kB,/,959kB,0B,/,164kB,23,1686370751.628125
08ee7f037b12,algorand-sandbox-postgres,0.06%,20.29MiB,/,7.668GiB,0.26%,73.8kB,/,24.2kB,0B,/,217kB,9,1686370751.628125
1c2919f63622,algorand-sandbox-indexer,0.00%,49.42MiB,/,7.668GiB,0.63%,63.9kB,/,99.1kB,0B,/,0B,11,1686370753.641844
2ea977cef791,algorand-sandbox-algod,120.74%,190.2MiB,/,7.668GiB,2.42%,785kB,/,1.22MB,0B,/,164kB,24,1686370753.641844
08ee7f037b12,algorand-sandbox-postgres,0.05%,20.31MiB,/,7.668GiB,0.26%,94.4kB,/,29.3kB,0B,/,217kB,9,1686370753.641844
1c2919f63622,algorand-sandbox-indexer,0.74%,50.28MiB,/,7.668GiB,0.64%,76.4kB,/,122kB,0B,/,0B,11,1686370755.6548638
2ea977cef791,algorand-sandbox-algod,77.98%,190.8MiB,/,7.668GiB,2.43%,918kB,/,1.43MB,0B,/,164kB,24,1686370755.6548638
08ee7f037b12,algorand-sandbox-postgres,0.53%,20.33MiB,/,7.668GiB,0.26%,116kB,/,34.3kB,0B,/,217kB,9,1686370755.6548638
1c2919f63622,algorand-sandbox-indexer,0.00%,50.28MiB,/,7.668GiB,0.64%,76.4kB,/,122kB,0B,/,0B,11,1686370757.6790779
2ea977cef791,algorand-sandbox-algod,48.69%,190.8MiB,/,7.668GiB,2.43%,986kB,/,1.54MB,0B,/,164kB,24,1686370757.6790779
08ee7f037b12,algorand-sandbox-postgres,0.07%,20.33MiB,/,7.668GiB,0.26%,116kB,/,34.3kB,0B,/,217kB,9,1686370757.6790779
1c2919f63622,algorand-sandbox-indexer,0.69%,51.2MiB,/,7.668GiB,0.65%,88.9kB,/,145kB,0B,/,0B,11,1686370759.694307
2ea977cef791,algorand-sandbox-algod,61.64%,190.9MiB,/,7.668GiB,2.43%,1.07MB,/,1.67MB,0B,/,164kB,24,1686370759.694307
08ee7f037b12,algorand-sandbox-postgres,0.47%,20.34MiB,/,7.668GiB,0.26%,139kB,/,39.4kB,0B,/,217kB,9,1686370759.694307
1c2919f63622,algorand-sandbox-indexer,0.00%,51.2MiB,/,7.668GiB,0.65%,89kB,/,145kB,0B,/,0B,11,1686370761.699923
2ea977cef791,algorand-sandbox-algod,51.46%,189.5MiB,/,7.668GiB,2.41%,1.13MB,/,1.76MB,0B,/,164kB,24,1686370761.699923
08ee7f037b12,algorand-sandbox-postgres,0.04%,20.34MiB,/,7.668GiB,0.26%,139kB,/,39.4kB,0B,/,217kB,9,1686370761.699923
1c2919f63622,algorand-sandbox-indexer,0.00%,51.87MiB,/,7.668GiB,0.66%,100kB,/,166kB,0B,/,0B,11,1686370763.7190678
2ea977cef791,algorand-sandbox-algod,64.40%,189.6MiB,/,7.668GiB,2.42%,1.19MB,/,1.87MB,0B,/,164kB,24,1686370763.7190678
08ee7f037b12,algorand-sandbox-postgres,0.03%,20.36MiB,/,7.668GiB,0.26%,159kB,/,44.4kB,0B,/,217kB,9,1686370763.7190678
1c2919f63622,algorand-sandbox-indexer,0.00%,51.87MiB,/,7.668GiB,0.66%,100kB,/,166kB,0B,/,0B,11,1686370765.731361
2ea977cef791,algorand-sandbox-algod,70.88%,189.8MiB,/,7.668GiB,2.42%,1.26MB,/,1.98MB,0B,/,164kB,24,1686370765.731361
08ee7f037b12,algorand-sandbox-postgres,0.08%,20.36MiB,/,7.668GiB,0.26%,159kB,/,44.4kB,0B,/,217kB,9,1686370765.731361
1c2919f63622,algorand-sandbox-indexer,0.00%,52.56MiB,/,7.668GiB,0.67%,111kB,/,185kB,0B,/,0B,11,1686370767.7561889
2ea977cef791,algorand-sandbox-algod,38.89%,190.4MiB,/,7.668GiB,2.43%,1.28MB,/,2.02MB,0B,/,164kB,24,1686370767.7561889
08ee7f037b12,algorand-sandbox-postgres,0.15%,20.39MiB,/,7.668GiB,0.26%,178kB,/,49.4kB,0B,/,217kB,9,1686370767.7561889
1c2919f63622,algorand-sandbox-indexer,0.50%,52.86MiB,/,7.668GiB,0.67%,120kB,/,199kB,0B,/,16.4kB,11,1686370769.8027148
2ea977cef791,algorand-sandbox-algod,39.15%,192.4MiB,/,7.668GiB,2.45%,1.29MB,/,2.04MB,0B,/,180kB,24,1686370769.8027148
08ee7f037b12,algorand-sandbox-postgres,0.52%,20.41MiB,/,7.668GiB,0.26%,191kB,/,54.5kB,0B,/,217kB,9,1686370769.8027148
9ad60aa0dcf5,algorand-sandbox-indexer,0.65%,47.64MiB,/,7.668GiB,0.61%,18.5kB,/,17.3kB,0B,/,0B,10,1686371066.7593331
6d97ff92d1ec,algorand-sandbox-algod,28.65%,71.75MiB,/,7.668GiB,0.91%,3.27kB,/,8.23kB,0B,/,0B,22,1686371066.7593331
3ae22cdad77a,algorand-sandbox-postgres,1.20%,20.45MiB,/,7.668GiB,0.26%,15kB,/,8.74kB,0B,/,32.8kB,9,1686371066.7593331
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,47.62MiB,/,7.668GiB,0.61%,18.5kB,/,17.3kB,0B,/,0B,10,1686371068.778031
6d97ff92d1ec,algorand-sandbox-algod,29.13%,81.66MiB,/,7.668GiB,1.04%,171kB,/,254kB,0B,/,0B,22,1686371068.778031
3ae22cdad77a,algorand-sandbox-postgres,0.08%,20.43MiB,/,7.668GiB,0.26%,15kB,/,8.74kB,0B,/,217kB,9,1686371068.778031
9ad60aa0dcf5,algorand-sandbox-indexer,0.36%,47.8MiB,/,7.668GiB,0.61%,27.7kB,/,31.4kB,0B,/,0B,10,1686371070.7925289
6d97ff92d1ec,algorand-sandbox-algod,50.43%,125.7MiB,/,7.668GiB,1.60%,842kB,/,1.29MB,0B,/,0B,23,1686371070.7925289
3ae22cdad77a,algorand-sandbox-postgres,0.35%,20.44MiB,/,7.668GiB,0.26%,28.6kB,/,14.2kB,0B,/,217kB,9,1686371070.7925289
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,47.8MiB,/,7.668GiB,0.61%,27.7kB,/,31.4kB,0B,/,0B,10,1686371072.8078122
6d97ff92d1ec,algorand-sandbox-algod,43.03%,160.2MiB,/,7.668GiB,2.04%,1.6MB,/,2.47MB,0B,/,0B,23,1686371072.8078122
3ae22cdad77a,algorand-sandbox-postgres,0.04%,20.44MiB,/,7.668GiB,0.26%,28.6kB,/,14.2kB,0B,/,217kB,9,1686371072.8078122
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,49.88MiB,/,7.668GiB,0.64%,46.6kB,/,68.6kB,0B,/,0B,10,1686371074.825208
6d97ff92d1ec,algorand-sandbox-algod,49.46%,156.7MiB,/,7.668GiB,2.00%,2.23MB,/,3.48MB,0B,/,0B,24,1686371074.825208
3ae22cdad77a,algorand-sandbox-postgres,0.04%,20.52MiB,/,7.668GiB,0.26%,65.1kB,/,19.3kB,0B,/,217kB,9,1686371074.825208
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,49.88MiB,/,7.668GiB,0.64%,46.6kB,/,68.6kB,0B,/,0B,10,1686371076.837388
6d97ff92d1ec,algorand-sandbox-algod,27.58%,161.4MiB,/,7.668GiB,2.06%,2.58MB,/,4.03MB,0B,/,0B,24,1686371076.837388
3ae22cdad77a,algorand-sandbox-postgres,0.05%,20.52MiB,/,7.668GiB,0.26%,65.1kB,/,19.3kB,0B,/,217kB,9,1686371076.837388
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,51.67MiB,/,7.668GiB,0.66%,63.8kB,/,103kB,0B,/,0B,10,1686371078.8542569
6d97ff92d1ec,algorand-sandbox-algod,20.95%,166MiB,/,7.668GiB,2.11%,2.74MB,/,4.3MB,0B,/,0B,24,1686371078.8542569
3ae22cdad77a,algorand-sandbox-postgres,0.20%,20.6MiB,/,7.668GiB,0.26%,98.8kB,/,24.4kB,0B,/,217kB,9,1686371078.8542569
9ad60aa0dcf5,algorand-sandbox-indexer,0.57%,52.56MiB,/,7.668GiB,0.67%,76.3kB,/,127kB,0B,/,0B,10,1686371080.896907
6d97ff92d1ec,algorand-sandbox-algod,29.25%,167.9MiB,/,7.668GiB,2.14%,2.85MB,/,4.49MB,0B,/,32.8kB,24,1686371080.896907
3ae22cdad77a,algorand-sandbox-postgres,0.44%,20.61MiB,/,7.668GiB,0.26%,122kB,/,29.5kB,0B,/,242kB,9,1686371080.896907
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,46.58MiB,/,7.668GiB,0.59%,8.57kB,/,4.43kB,0B,/,0B,10,1686371086.123436
6d97ff92d1ec,algorand-sandbox-algod,9.50%,69.61MiB,/,7.668GiB,0.89%,2.6kB,/,4.52kB,0B,/,164kB,20,1686371086.123436
3ae22cdad77a,algorand-sandbox-postgres,0.09%,18.23MiB,/,7.668GiB,0.23%,2.84kB,/,2.56kB,0B,/,32.8kB,8,1686371086.123436
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,46.84MiB,/,7.668GiB,0.60%,18.5kB,/,17.4kB,0B,/,0B,10,1686371088.158431
6d97ff92d1ec,algorand-sandbox-algod,20.36%,76.64MiB,/,7.668GiB,0.98%,3.27kB,/,8.23kB,0B,/,164kB,24,1686371088.158431
3ae22cdad77a,algorand-sandbox-postgres,0.19%,19.91MiB,/,7.668GiB,0.25%,15.2kB,/,8.74kB,0B,/,32.8kB,9,1686371088.158431
9ad60aa0dcf5,algorand-sandbox-indexer,0.49%,46.87MiB,/,7.668GiB,0.60%,27.7kB,/,30.5kB,0B,/,0B,10,1686371090.164216
6d97ff92d1ec,algorand-sandbox-algod,57.02%,151.3MiB,/,7.668GiB,1.93%,376kB,/,571kB,0B,/,164kB,24,1686371090.164216
3ae22cdad77a,algorand-sandbox-postgres,0.43%,19.92MiB,/,7.668GiB,0.25%,27.6kB,/,14.2kB,0B,/,213kB,9,1686371090.164216
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,46.87MiB,/,7.668GiB,0.60%,27.7kB,/,30.5kB,0B,/,0B,10,1686371092.1809459
6d97ff92d1ec,algorand-sandbox-algod,47.16%,163MiB,/,7.668GiB,2.08%,846kB,/,1.3MB,0B,/,164kB,24,1686371092.1809459
3ae22cdad77a,algorand-sandbox-postgres,0.04%,19.91MiB,/,7.668GiB,0.25%,27.6kB,/,14.2kB,0B,/,213kB,9,1686371092.1809459
9ad60aa0dcf5,algorand-sandbox-indexer,0.86%,48.39MiB,/,7.668GiB,0.62%,43.9kB,/,63.1kB,0B,/,0B,10,1686371094.1936
6d97ff92d1ec,algorand-sandbox-algod,64.73%,163.9MiB,/,7.668GiB,2.09%,1.3MB,/,2.01MB,0B,/,164kB,24,1686371094.1936
3ae22cdad77a,algorand-sandbox-postgres,0.59%,20.14MiB,/,7.668GiB,0.26%,59.6kB,/,19.3kB,0B,/,213kB,9,1686371094.1936
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,48.39MiB,/,7.668GiB,0.62%,43.9kB,/,63.1kB,0B,/,0B,10,1686371096.206389
6d97ff92d1ec,algorand-sandbox-algod,52.63%,164MiB,/,7.668GiB,2.09%,1.75MB,/,2.72MB,0B,/,164kB,24,1686371096.206389
3ae22cdad77a,algorand-sandbox-postgres,0.04%,20.14MiB,/,7.668GiB,0.26%,59.7kB,/,19.3kB,0B,/,213kB,9,1686371096.206389
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,49.73MiB,/,7.668GiB,0.63%,59.3kB,/,93.4kB,0B,/,0B,10,1686371098.221665
6d97ff92d1ec,algorand-sandbox-algod,39.57%,175.9MiB,/,7.668GiB,2.24%,2.09MB,/,3.26MB,0B,/,164kB,24,1686371098.221665
3ae22cdad77a,algorand-sandbox-postgres,0.08%,20.21MiB,/,7.668GiB,0.26%,89.4kB,/,24.4kB,0B,/,213kB,9,1686371098.221665
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,49.73MiB,/,7.668GiB,0.63%,59.4kB,/,93.4kB,0B,/,0B,10,1686371100.234154
6d97ff92d1ec,algorand-sandbox-algod,31.22%,175.9MiB,/,7.668GiB,2.24%,2.29MB,/,3.58MB,0B,/,164kB,24,1686371100.234154
3ae22cdad77a,algorand-sandbox-postgres,0.04%,20.21MiB,/,7.668GiB,0.26%,89.4kB,/,24.4kB,0B,/,213kB,9,1686371100.234154
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,51.53MiB,/,7.668GiB,0.66%,75kB,/,125kB,0B,/,24.6kB,10,1686371102.273932
6d97ff92d1ec,algorand-sandbox-algod,33.51%,176.2MiB,/,7.668GiB,2.24%,2.36MB,/,3.7MB,0B,/,221kB,24,1686371102.273932
3ae22cdad77a,algorand-sandbox-postgres,0.18%,20.26MiB,/,7.668GiB,0.26%,121kB,/,29.4kB,0B,/,213kB,9,1686371102.273932
9ad60aa0dcf5,algorand-sandbox-indexer,0.73%,51.83MiB,/,7.668GiB,0.66%,85kB,/,141kB,0B,/,41kB,10,1686371104.302929
6d97ff92d1ec,algorand-sandbox-algod,28.33%,176.3MiB,/,7.668GiB,2.25%,2.4MB,/,3.77MB,0B,/,287kB,24,1686371104.302929
3ae22cdad77a,algorand-sandbox-postgres,0.56%,20.27MiB,/,7.668GiB,0.26%,136kB,/,34.4kB,0B,/,213kB,9,1686371104.302929
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,47.53MiB,/,7.668GiB,0.61%,8.58kB,/,4.44kB,0B,/,0B,11,1686371109.50412
6d97ff92d1ec,algorand-sandbox-algod,18.79%,69.95MiB,/,7.668GiB,0.89%,2.6kB,/,4.52kB,0B,/,164kB,19,1686371109.50412
3ae22cdad77a,algorand-sandbox-postgres,0.20%,18.28MiB,/,7.668GiB,0.23%,2.84kB,/,2.56kB,0B,/,28.7kB,8,1686371109.50412
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,47.71MiB,/,7.668GiB,0.61%,18.5kB,/,17.3kB,0B,/,73.7kB,11,1686371111.524085
6d97ff92d1ec,algorand-sandbox-algod,16.83%,75.43MiB,/,7.668GiB,0.96%,6.84kB,/,11.9kB,0B,/,164kB,22,1686371111.524085
3ae22cdad77a,algorand-sandbox-postgres,0.14%,19.93MiB,/,7.668GiB,0.25%,15.1kB,/,8.75kB,0B,/,217kB,9,1686371111.524085
9ad60aa0dcf5,algorand-sandbox-indexer,0.46%,47.8MiB,/,7.668GiB,0.61%,27.7kB,/,31.5kB,0B,/,73.7kB,11,1686371113.53312
6d97ff92d1ec,algorand-sandbox-algod,68.28%,169.8MiB,/,7.668GiB,2.16%,351kB,/,530kB,0B,/,164kB,22,1686371113.53312
3ae22cdad77a,algorand-sandbox-postgres,0.44%,19.93MiB,/,7.668GiB,0.25%,28.6kB,/,14.2kB,0B,/,217kB,9,1686371113.53312
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,47.8MiB,/,7.668GiB,0.61%,27.7kB,/,31.5kB,0B,/,73.7kB,11,1686371115.549988
6d97ff92d1ec,algorand-sandbox-algod,58.81%,171.6MiB,/,7.668GiB,2.19%,763kB,/,1.17MB,0B,/,164kB,22,1686371115.549988
3ae22cdad77a,algorand-sandbox-postgres,0.04%,19.92MiB,/,7.668GiB,0.25%,28.6kB,/,14.2kB,0B,/,217kB,9,1686371115.549988
9ad60aa0dcf5,algorand-sandbox-indexer,0.73%,49.19MiB,/,7.668GiB,0.63%,43.7kB,/,64kB,0B,/,152kB,11,1686371117.5607848
6d97ff92d1ec,algorand-sandbox-algod,71.29%,172.2MiB,/,7.668GiB,2.19%,1.16MB,/,1.8MB,0B,/,164kB,23,1686371117.5607848
3ae22cdad77a,algorand-sandbox-postgres,0.46%,20.14MiB,/,7.668GiB,0.26%,60.5kB,/,19.3kB,0B,/,217kB,9,1686371117.5607848
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,49.19MiB,/,7.668GiB,0.63%,43.7kB,/,64kB,0B,/,152kB,11,1686371119.5770612
6d97ff92d1ec,algorand-sandbox-algod,60.96%,174.3MiB,/,7.668GiB,2.22%,1.53MB,/,2.37MB,0B,/,164kB,23,1686371119.5770612
3ae22cdad77a,algorand-sandbox-postgres,0.02%,20.14MiB,/,7.668GiB,0.26%,60.5kB,/,19.3kB,0B,/,217kB,9,1686371119.5770612
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,50.39MiB,/,7.668GiB,0.64%,58.7kB,/,91.8kB,0B,/,152kB,11,1686371121.586526
6d97ff92d1ec,algorand-sandbox-algod,58.34%,174.9MiB,/,7.668GiB,2.23%,1.86MB,/,2.9MB,0B,/,164kB,23,1686371121.586526
3ae22cdad77a,algorand-sandbox-postgres,0.14%,20.21MiB,/,7.668GiB,0.26%,87.7kB,/,24.4kB,0B,/,217kB,9,1686371121.586526
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,50.39MiB,/,7.668GiB,0.64%,58.7kB,/,91.8kB,0B,/,152kB,11,1686371123.608119
6d97ff92d1ec,algorand-sandbox-algod,42.82%,175.1MiB,/,7.668GiB,2.23%,2.07MB,/,3.23MB,0B,/,164kB,23,1686371123.608119
3ae22cdad77a,algorand-sandbox-postgres,0.05%,20.21MiB,/,7.668GiB,0.26%,87.7kB,/,24.4kB,0B,/,217kB,9,1686371123.608119
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,51.54MiB,/,7.668GiB,0.66%,73.6kB,/,121kB,0B,/,217kB,11,1686371125.619828
6d97ff92d1ec,algorand-sandbox-algod,26.70%,175.3MiB,/,7.668GiB,2.23%,2.18MB,/,3.43MB,0B,/,197kB,23,1686371125.619828
3ae22cdad77a,algorand-sandbox-postgres,0.05%,20.24MiB,/,7.668GiB,0.26%,116kB,/,29.4kB,0B,/,217kB,9,1686371125.619828
9ad60aa0dcf5,algorand-sandbox-indexer,0.49%,52.3MiB,/,7.668GiB,0.67%,85.1kB,/,142kB,0B,/,217kB,11,1686371127.6404119
6d97ff92d1ec,algorand-sandbox-algod,34.46%,175.6MiB,/,7.668GiB,2.24%,2.26MB,/,3.56MB,0B,/,287kB,23,1686371127.6404119
3ae22cdad77a,algorand-sandbox-postgres,0.40%,20.26MiB,/,7.668GiB,0.26%,136kB,/,34.4kB,0B,/,217kB,9,1686371127.6404119
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,47.31MiB,/,7.668GiB,0.60%,8.53kB,/,4.44kB,0B,/,0B,10,1686371132.7589629
6d97ff92d1ec,algorand-sandbox-algod,16.71%,70.67MiB,/,7.668GiB,0.90%,2.6kB,/,4.52kB,0B,/,164kB,19,1686371132.7589629
3ae22cdad77a,algorand-sandbox-postgres,0.15%,18.31MiB,/,7.668GiB,0.23%,2.84kB,/,2.63kB,0B,/,28.7kB,8,1686371132.7589629
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,47.56MiB,/,7.668GiB,0.61%,18.4kB,/,17.3kB,0B,/,0B,10,1686371134.803029
6d97ff92d1ec,algorand-sandbox-algod,26.63%,74.88MiB,/,7.668GiB,0.95%,3.27kB,/,8.23kB,0B,/,164kB,23,1686371134.803029
3ae22cdad77a,algorand-sandbox-postgres,0.21%,20.09MiB,/,7.668GiB,0.26%,15.1kB,/,8.81kB,0B,/,28.7kB,9,1686371134.803029
9ad60aa0dcf5,algorand-sandbox-indexer,0.43%,47.76MiB,/,7.668GiB,0.61%,27.6kB,/,31.5kB,0B,/,0B,10,1686371136.8173828
6d97ff92d1ec,algorand-sandbox-algod,80.04%,164.7MiB,/,7.668GiB,2.10%,313kB,/,473kB,0B,/,164kB,25,1686371136.8173828
3ae22cdad77a,algorand-sandbox-postgres,0.38%,19.97MiB,/,7.668GiB,0.25%,28.6kB,/,14.2kB,0B,/,217kB,9,1686371136.8173828
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,47.75MiB,/,7.668GiB,0.61%,27.6kB,/,31.5kB,0B,/,0B,10,1686371138.81875
6d97ff92d1ec,algorand-sandbox-algod,74.10%,175.6MiB,/,7.668GiB,2.24%,671kB,/,1.03MB,0B,/,164kB,25,1686371138.81875
3ae22cdad77a,algorand-sandbox-postgres,0.05%,19.96MiB,/,7.668GiB,0.25%,28.6kB,/,14.2kB,0B,/,217kB,9,1686371138.81875
9ad60aa0dcf5,algorand-sandbox-indexer,0.84%,49.08MiB,/,7.668GiB,0.63%,43.6kB,/,64kB,0B,/,0B,10,1686371140.8368928
6d97ff92d1ec,algorand-sandbox-algod,81.57%,178.7MiB,/,7.668GiB,2.28%,1.04MB,/,1.62MB,0B,/,164kB,25,1686371140.8368928
3ae22cdad77a,algorand-sandbox-postgres,0.52%,20.21MiB,/,7.668GiB,0.26%,60.5kB,/,19.3kB,0B,/,217kB,9,1686371140.8368928
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,49.08MiB,/,7.668GiB,0.63%,43.6kB,/,64kB,0B,/,0B,10,1686371142.851634
6d97ff92d1ec,algorand-sandbox-algod,64.83%,178.7MiB,/,7.668GiB,2.28%,1.35MB,/,2.09MB,0B,/,164kB,25,1686371142.851634
3ae22cdad77a,algorand-sandbox-postgres,0.03%,20.21MiB,/,7.668GiB,0.26%,60.6kB,/,19.3kB,0B,/,217kB,9,1686371142.851634
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,50.33MiB,/,7.668GiB,0.64%,58.1kB,/,90.9kB,0B,/,20.5kB,10,1686371144.8601
6d97ff92d1ec,algorand-sandbox-algod,70.58%,179.2MiB,/,7.668GiB,2.28%,1.68MB,/,2.61MB,0B,/,164kB,25,1686371144.8601
3ae22cdad77a,algorand-sandbox-postgres,0.14%,20.3MiB,/,7.668GiB,0.26%,86.9kB,/,24.4kB,0B,/,217kB,9,1686371144.8601
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,50.33MiB,/,7.668GiB,0.64%,58.1kB,/,90.9kB,0B,/,20.5kB,10,1686371146.875516
6d97ff92d1ec,algorand-sandbox-algod,50.93%,179.5MiB,/,7.668GiB,2.29%,1.92MB,/,2.99MB,0B,/,164kB,25,1686371146.875516
3ae22cdad77a,algorand-sandbox-postgres,0.05%,20.3MiB,/,7.668GiB,0.26%,86.9kB,/,24.4kB,0B,/,217kB,9,1686371146.875516
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,51.68MiB,/,7.668GiB,0.66%,72.5kB,/,120kB,0B,/,41kB,10,1686371148.8858628
6d97ff92d1ec,algorand-sandbox-algod,35.29%,183.6MiB,/,7.668GiB,2.34%,2.06MB,/,3.22MB,0B,/,197kB,25,1686371148.8858628
3ae22cdad77a,algorand-sandbox-postgres,0.06%,20.32MiB,/,7.668GiB,0.26%,115kB,/,29.4kB,0B,/,217kB,9,1686371148.8858628
9ad60aa0dcf5,algorand-sandbox-indexer,0.63%,52.49MiB,/,7.668GiB,0.67%,85kB,/,142kB,0B,/,61.4kB,10,1686371150.911257
6d97ff92d1ec,algorand-sandbox-algod,39.69%,183.9MiB,/,7.668GiB,2.34%,2.17MB,/,3.41MB,0B,/,250kB,25,1686371150.911257
3ae22cdad77a,algorand-sandbox-postgres,0.49%,20.34MiB,/,7.668GiB,0.26%,137kB,/,34.4kB,0B,/,217kB,9,1686371150.911257
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,46.59MiB,/,7.668GiB,0.59%,8.53kB,/,4.44kB,0B,/,0B,10,1686371156.1526341
6d97ff92d1ec,algorand-sandbox-algod,11.17%,69.62MiB,/,7.668GiB,0.89%,2.6kB,/,4.52kB,0B,/,164kB,20,1686371156.1526341
3ae22cdad77a,algorand-sandbox-postgres,0.09%,18.22MiB,/,7.668GiB,0.23%,2.84kB,/,2.63kB,0B,/,28.7kB,8,1686371156.1526341
